code,income
E02001147,520
E02001148,550
E02001149,500
E02001150,550
E02001151,720
E02001152,540
E02001153,490
E02001154,550
E02001155,520
E02001156,710
E02001157,470
E02001158,470
E02001159,560
E02001160,540
E02001161,640
E02001162,530
E02001163,620
E02001164,630
E02001165,630
E02001166,800
E02001167,660
E02001168,630
E02001169,930
E02001170,880
E02001171,730
E02001172,480
E02001173,480
E02001174,760
E02001175,630
E02001176,570
E02001177,580
E02001178,610
E02001179,520
E02001180,360
E02001181,540
E02001182,500
E02001183,560
E02001184,590
E02001185,620
E02001186,600
E02001187,700
E02001188,640
E02001189,690
E02001190,430
E02001191,670
E02001192,860
E02001193,550
E02001194,860
E02001195,670
E02001196,730
E02001197,850
E02001198,580
E02001199,880
E02001200,420
E02001201,770
E02001202,590
E02001203,1030
E02001204,760
E02001205,590
E02001206,790
E02001207,760
E02001208,730
E02001209,740
E02001210,660
E02001211,930
E02001212,630
E02001213,770
E02001214,800
E02001215,840
E02001216,910
E02001217,630
E02001218,980
E02001219,930
E02001220,850
E02001221,920
E02001222,890
E02001223,1000
E02001224,710
E02001225,910
E02001226,820
E02001227,1050
E02001228,1010
E02001229,660
E02001230,770
E02001231,750
E02001232,560
E02001233,570
E02001234,540
E02001235,650
E02001236,520
E02001237,630
E02001238,640
E02001239,590
E02001240,690
E02001241,430
E02001242,700
E02001243,690
E02001244,710
E02001245,580
E02001246,520
E02001247,570
E02001248,560
E02001249,550
E02001250,750
E02001251,690
E02001252,620
E02001253,680
E02001254,590
E02001255,470
E02001256,520
E02001257,480
E02001258,730
E02001259,600
E02001260,740
E02001261,770
E02001262,770
E02001263,860
E02001264,720
E02001265,750
E02001266,640
E02001267,730
E02001268,810
E02001269,710
E02001270,880
E02001271,720
E02001272,960
E02001273,890
E02001274,920
E02001275,600
E02001276,740
E02001277,680
E02001278,900
E02001279,1000
E02001280,660
E02001281,910
E02001282,850
E02001283,870
E02001284,1180
E02001285,960
E02001286,910
E02001287,830
E02001288,800
E02001289,720
E02001290,700
E02001291,600
E02001292,740
E02001293,700
E02001294,640
E02001295,430
E02001296,460
E02001297,560
E02001298,560
E02001299,660
E02001300,540
E02001301,520
E02001302,610
E02001303,530
E02001304,680
E02001305,700
E02001306,840
E02001307,880
E02001308,630
E02001309,600
E02001310,560
E02001311,610
E02001312,610
E02001313,550
E02001314,840
E02001315,720
E02001316,540
E02001317,620
E02001318,600
E02001319,540
E02001320,600
E02001321,670
E02001322,670
E02001323,650
E02001324,640
E02001325,800
E02001326,680
E02005176,680
E02005177,560
E02005178,540
E02005179,540
E02005180,810
E02005181,570
E02005182,450
E02005183,570
E02005184,720
E02005185,500
E02005186,720
E02006881,620
E02005189,550
E02005190,820
E02005191,740
E02005192,990
E02005193,800
E02005194,700
E02005195,730
E02005196,710
E02005197,570
E02005198,630
E02005199,680
E02005200,740
E02005201,690
E02005202,700
E02005203,820
E02005204,720
E02005205,790
E02005206,650
E02005207,670
E02005208,590
E02005209,670
E02005210,630
E02005211,680
E02005212,570
E02005213,670
E02005214,640
E02005215,510
E02005216,590
E02005217,520
E02005218,570
E02005219,660
E02005220,670
E02005221,630
E02005222,790
E02005223,890
E02005224,490
E02005225,750
E02005226,490
E02005228,600
E02005229,530
E02005230,520
E02005231,600
E02005233,750
E02005234,600
E02005235,750
E02005236,640
E02005237,730
E02005238,720
E02005239,820
E02006871,670
E02005240,670
E02005241,630
E02005242,710
E02005243,480
E02005244,590
E02005245,800
E02005246,510
E02005247,720
E02005248,470
E02005249,470
E02005250,610
E02005251,670
E02005252,630
E02005253,940
E02005254,1170
E02005255,740
E02005256,910
E02005257,520
E02005258,770
E02005259,630
E02005260,740
E02005261,580
E02005262,930
E02005263,580
E02005264,590
E02005265,620
E02005266,480
E02005267,510
E02005268,560
E02005269,500
E02005270,840
E02005271,680
E02005272,630
E02005273,970
E02005274,800
E02005275,770
E02005276,930
E02005277,800
E02005278,860
E02005279,600
E02005280,630
E02005281,700
E02005284,820
E02005285,790
E02005286,670
E02006884,590
E02005287,1040
E02005288,710
E02005289,860
E02005290,850
E02005291,760
E02005292,600
E02005293,610
E02005294,710
E02005295,730
E02005296,810
E02005297,740
E02005298,780
E02005299,710
E02005300,840
E02005301,670
E02005302,900
E02005303,610
E02005304,860
E02005305,670
E02005306,730
E02005307,750
E02005308,880
E02005309,810
E02005310,630
E02005311,810
E02005312,720
E02005313,590
E02005314,600
E02005315,840
E02005316,600
E02005317,530
E02005318,790
E02005319,520
E02005320,640
E02005321,570
E02005322,570
E02005323,600
E02005324,870
E02005325,700
E02005326,530
E02005327,810
E02005328,640
E02005329,620
E02005330,740
E02005331,680
E02005332,740
E02001327,610
E02001328,690
E02001329,530
E02001330,610
E02001331,570
E02001332,480
E02001333,540
E02001334,490
E02001335,760
E02001336,490
E02001337,650
E02001338,600
E02001339,600
E02001340,720
E02001341,510
E02001342,690
E02001343,850
E02001344,600
E02001345,730
E02001346,590
E02001347,660
E02001348,640
E02001349,720
E02001350,560
E02001351,560
E02001352,490
E02001353,810
E02001354,580
E02001355,500
E02001356,520
E02001357,610
E02001358,450
E02001359,740
E02001360,460
E02001361,570
E02001362,610
E02001363,540
E02001364,450
E02001365,510
E02001366,590
E02001367,770
E02001368,460
E02001369,460
E02001370,370
E02001371,600
E02001372,620
E02001373,610
E02001374,450
E02001375,590
E02001376,480
E02001377,460
E02001378,600
E02001380,840
E02001381,530
E02001382,940
E02001383,420
E02001384,660
E02001385,400
E02001386,490
E02001387,1060
E02001388,670
E02001389,460
E02001390,470
E02001391,580
E02001392,770
E02001393,1020
E02001394,580
E02001395,890
E02001396,600
E02001397,590
E02001398,680
E02001399,870
E02001400,680
E02001401,740
E02001402,830
E02001403,510
E02001404,610
E02001405,480
E02006932,500
E02006933,730
E02006934,900
E02001429,600
E02001430,670
E02001431,520
E02001432,450
E02001433,700
E02001434,790
E02001435,660
E02001436,670
E02001437,720
E02001438,820
E02001439,640
E02001440,800
E02001441,840
E02001442,720
E02001443,980
E02001444,830
E02001445,770
E02001446,810
E02001447,750
E02001448,800
E02001449,710
E02001450,820
E02001451,550
E02001452,520
E02001453,850
E02001454,730
E02001455,790
E02001456,750
E02001457,600
E02001458,810
E02001459,660
E02001460,470
E02001461,670
E02001462,470
E02001463,640
E02001464,470
E02001465,410
E02001466,600
E02001406,740
E02001407,710
E02001408,720
E02001409,610
E02001410,620
E02001411,640
E02001412,750
E02001413,670
E02001414,910
E02001415,610
E02001416,520
E02001417,470
E02001418,550
E02001419,450
E02001420,710
E02001421,670
E02001422,540
E02001423,870
E02001424,660
E02001425,580
E02001426,680
E02001427,620
E02001428,790
E02001467,590
E02001468,650
E02001469,760
E02001470,820
E02001471,550
E02001472,730
E02001473,670
E02001474,480
E02001475,550
E02001476,550
E02001477,520
E02001478,590
E02001479,890
E02001480,810
E02001481,720
E02001482,400
E02001483,710
E02001484,660
E02001485,710
E02001486,620
E02001487,530
E02001488,640
E02001489,740
E02001490,770
E02001491,590
E02001492,780
E02001493,480
E02001494,910
E02001495,660
E02001496,800
E02001497,570
E02001498,820
E02001499,750
E02001500,760
E02001501,810
E02001502,670
E02001503,720
E02001504,820
E02001505,660
E02001506,940
E02001507,800
E02001508,670
E02002684,490
E02002685,520
E02002686,430
E02002687,510
E02002688,490
E02002689,670
E02002691,740
E02002692,890
E02002693,730
E02002694,700
E02002695,620
E02002696,910
E02002697,750
E02002698,760
E02002699,900
E02002700,610
E02002701,830
E02002702,710
E02002703,870
E02002704,690
E02002705,790
E02002706,740
E02002707,860
E02002708,650
E02002709,720
E02002710,740
E02002711,900
E02002712,660
E02002714,680
E02002715,830
E02002716,660
E02002717,630
E02002718,880
E02002719,810
E02002720,780
E02002721,670
E02002722,490
E02002723,600
E02002724,530
E02002725,690
E02006814,670
E02006891,720
E02006892,660
E02002652,660
E02002653,500
E02002654,510
E02002655,520
E02002656,670
E02002657,630
E02002658,670
E02002659,480
E02002660,570
E02002661,550
E02002662,520
E02002663,650
E02002664,780
E02002665,700
E02002666,520
E02002667,590
E02002668,430
E02002669,740
E02002670,520
E02002671,570
E02002672,470
E02002673,540
E02002674,550
E02002675,430
E02002676,640
E02002677,500
E02002678,580
E02002679,650
E02002680,430
E02002681,450
E02002682,570
E02006813,570
E02002726,560
E02002727,340
E02002728,510
E02002729,610
E02002730,530
E02002731,530
E02002732,750
E02002733,590
E02002734,570
E02002735,590
E02002736,550
E02002737,640
E02002738,660
E02002739,560
E02002740,510
E02002741,690
E02002742,670
E02002743,520
E02002744,460
E02002745,640
E02002746,690
E02002747,690
E02002748,660
E02002749,570
E02002750,680
E02002751,670
E02002752,650
E02002753,640
E02002754,650
E02002755,560
E02002756,490
E02002757,700
E02002758,590
E02002759,670
E02002760,690
E02002761,660
E02002762,550
E02002763,540
E02002764,580
E02002765,600
E02002766,610
E02002767,730
E02002768,760
E02002769,700
E02002770,690
E02002771,690
E02002772,890
E02002773,760
E02002774,940
E02002775,700
E02002776,760
E02002777,820
E02002778,850
E02002779,790
E02002780,680
E02002781,670
E02002782,920
E02002783,710
E02002784,720
E02002785,740
E02002786,630
E02002787,710
E02002788,890
E02002789,660
E02002790,730
E02002791,830
E02002792,940
E02002793,730
E02002794,850
E02002795,870
E02005742,740
E02005743,740
E02005744,740
E02005745,940
E02005746,690
E02005747,680
E02005748,800
E02005749,700
E02005750,780
E02005751,860
E02005752,830
E02005753,650
E02005754,780
E02005755,750
E02005756,890
E02005757,730
E02005758,730
E02005759,730
E02005760,880
E02005761,780
E02005762,890
E02005763,840
E02005764,650
E02005765,800
E02005766,790
E02005767,960
E02005768,990
E02005769,710
E02005770,770
E02005771,810
E02005772,990
E02005773,730
E02005774,720
E02005775,860
E02005776,900
E02005777,970
E02005778,960
E02005779,940
E02005780,930
E02005781,980
E02005782,770
E02005783,750
E02005784,810
E02005785,800
E02005786,770
E02005787,690
E02005788,710
E02005789,660
E02005790,720
E02005791,660
E02005794,760
E02006870,620
E02005795,590
E02005796,710
E02005797,650
E02005798,670
E02005799,640
E02005800,520
E02005801,610
E02005802,610
E02005803,590
E02005804,540
E02005805,600
E02005806,630
E02005807,710
E02005808,520
E02005809,850
E02005810,930
E02005811,790
E02005812,800
E02005813,590
E02005814,670
E02005815,900
E02005816,760
E02005817,860
E02005818,750
E02001509,640
E02001510,620
E02001511,580
E02001512,680
E02001513,700
E02001514,590
E02001515,560
E02001516,610
E02001517,630
E02001518,640
E02001519,610
E02001520,690
E02001521,620
E02001522,540
E02001523,650
E02001524,850
E02001525,480
E02001526,550
E02001527,640
E02001528,600
E02001529,610
E02001530,600
E02001531,560
E02001532,740
E02001533,600
E02001534,590
E02001535,790
E02001536,630
E02001537,610
E02001538,620
E02001539,560
E02001540,600
E02001541,550
E02001542,480
E02001543,570
E02001544,580
E02001545,680
E02001546,620
E02001547,620
E02001548,530
E02001549,670
E02001550,610
E02001551,640
E02001552,620
E02001553,620
E02001554,680
E02001555,650
E02001556,630
E02001557,650
E02001558,660
E02001559,780
E02001560,520
E02001561,500
E02001562,620
E02001563,720
E02001564,870
E02001565,840
E02001566,640
E02001567,580
E02001568,550
E02001569,550
E02001570,480
E02001571,700
E02001572,570
E02001573,620
E02001574,770
E02001575,530
E02001576,800
E02001577,730
E02001578,590
E02001579,600
E02001580,610
E02001581,610
E02001582,610
E02001583,630
E02001584,810
E02001585,510
E02001586,530
E02001587,550
E02001588,620
E02001589,730
E02001590,550
E02001591,540
E02001592,660
E02001593,560
E02001594,480
E02001595,640
E02001596,620
E02001597,540
E02001598,650
E02001599,750
E02001600,750
E02001601,690
E02001602,610
E02001603,620
E02001604,650
E02001605,680
E02001606,640
E02001607,620
E02001608,720
E02001609,710
E02001610,720
E02001611,610
E02001612,660
E02001613,640
E02001614,710
E02001615,720
E02001616,620
E02001617,600
E02001618,800
E02001619,620
E02001620,610
E02001621,540
E02001622,550
E02001623,520
E02001624,630
E02001625,570
E02001626,810
E02001627,780
E02001628,510
E02001629,520
E02001630,610
E02001631,740
E02001632,520
E02001633,770
E02001634,780
E02001635,540
E02001636,520
E02001637,500
E02001638,770
E02001639,800
E02001640,650
E02001642,590
E02001643,880
E02001646,790
E02001647,640
E02001648,1010
E02001649,530
E02001650,590
E02001651,1080
E02001652,620
E02001653,560
E02001654,630
E02001655,540
E02001656,990
E02001657,1110
E02001658,510
E02001659,550
E02001660,860
E02001661,550
E02001662,590
E02001663,810
E02001664,670
E02001665,1100
E02001666,660
E02001669,800
E02001670,500
E02001671,720
E02001672,590
E02001673,850
E02001674,690
E02001675,590
E02001676,890
E02001678,950
E02001679,570
E02001680,460
E02001681,850
E02006803,770
E02006843,790
E02006844,600
E02006868,590
E02006869,570
E02002183,880
E02002184,830
E02002185,940
E02002186,690
E02002187,990
E02002188,760
E02002189,670
E02002190,500
E02002191,570
E02002192,840
E02002193,490
E02002194,650
E02002195,810
E02002196,760
E02002197,700
E02002198,680
E02002199,840
E02002200,710
E02002201,660
E02002202,730
E02002203,580
E02002204,740
E02002205,790
E02002206,670
E02002207,680
E02002208,610
E02002209,510
E02002210,680
E02002211,710
E02002212,650
E02002213,690
E02002214,670
E02002215,590
E02002216,450
E02002217,510
E02002218,630
E02002219,510
E02002220,580
E02002221,460
E02002222,610
E02002223,500
E02002224,540
E02002225,680
E02002226,550
E02002227,470
E02002228,520
E02002229,650
E02002230,440
E02002231,630
E02002232,500
E02002233,550
E02002234,460
E02002235,540
E02002236,660
E02002237,640
E02002238,630
E02002239,600
E02002240,720
E02002241,570
E02002242,660
E02002243,580
E02002244,630
E02002245,560
E02002246,720
E02002247,870
E02002248,610
E02002249,570
E02002250,740
E02002251,510
E02002252,690
E02002253,560
E02002254,830
E02002255,430
E02002256,640
E02002257,500
E02002258,710
E02002259,700
E02002260,660
E02002261,630
E02002262,610
E02002263,710
E02002264,870
E02002265,650
E02002266,690
E02002267,680
E02002268,600
E02002269,710
E02002270,880
E02002271,700
E02002272,610
E02002273,720
E02002274,770
E02002275,610
E02002276,590
E02002277,680
E02002278,610
E02002279,590
E02002280,510
E02002281,590
E02002282,640
E02002283,600
E02002284,670
E02002285,660
E02002286,590
E02002287,550
E02002288,580
E02002289,560
E02002290,730
E02002291,720
E02002292,740
E02002293,460
E02002294,570
E02002295,560
E02002296,700
E02002297,790
E02002298,680
E02002299,490
E02002300,750
E02002301,580
E02002302,820
E02002303,690
E02002304,660
E02002305,580
E02002306,820
E02002307,680
E02002308,710
E02002309,560
E02002310,580
E02002311,670
E02002312,600
E02002313,530
E02002314,760
E02002315,630
E02002316,830
E02002317,590
E02002318,600
E02002319,680
E02002320,660
E02002321,860
E02002322,800
E02002323,780
E02002324,750
E02002325,780
E02002326,950
E02002327,820
E02002328,850
E02002329,860
E02002330,1030
E02002331,690
E02002332,760
E02002333,780
E02002334,850
E02002335,980
E02002336,960
E02002337,960
E02002338,880
E02002339,700
E02002340,730
E02002341,1040
E02002342,760
E02002343,860
E02002344,870
E02002345,1040
E02002346,750
E02002347,670
E02002348,720
E02002349,1050
E02002350,1030
E02002351,970
E02002352,940
E02002353,1100
E02002354,750
E02002356,870
E02002357,820
E02002358,660
E02002359,850
E02002360,790
E02002361,890
E02002362,620
E02002363,1020
E02002364,520
E02002366,800
E02002367,580
E02002368,810
E02002369,610
E02002370,630
E02002371,650
E02002373,770
E02002374,700
E02002375,580
E02002376,510
E02002377,530
E02002379,530
E02002380,680
E02002381,700
E02002382,450
E02002383,660
E02002384,500
E02002385,640
E02002386,720
E02002387,560
E02002388,640
E02002389,530
E02002390,690
E02002391,780
E02002392,610
E02002393,450
E02002394,460
E02002395,750
E02002396,670
E02002397,640
E02002398,780
E02002399,640
E02002400,500
E02002401,470
E02002402,860
E02002403,730
E02002404,560
E02002405,660
E02002406,810
E02002407,540
E02002408,690
E02002409,650
E02002410,620
E02002411,540
E02002412,690
E02002414,460
E02002415,450
E02002416,640
E02002417,690
E02002418,740
E02002419,560
E02002420,680
E02002421,490
E02002422,730
E02002423,580
E02002424,730
E02002425,670
E02002426,830
E02002427,650
E02002428,630
E02002429,710
E02002430,540
E02002431,700
E02002432,720
E02002433,590
E02002434,680
E02002435,680
E02002436,630
E02002437,880
E02006852,940
E02006861,670
E02006875,1210
E02006876,640
E02002438,570
E02002439,580
E02002440,590
E02002441,570
E02002442,710
E02002443,840
E02002444,740
E02002445,670
E02002446,700
E02002447,580
E02002448,550
E02002449,710
E02002450,650
E02002451,750
E02002452,570
E02002453,640
E02002454,580
E02002455,590
E02002456,650
E02002457,580
E02002458,690
E02002459,670
E02002460,750
E02002461,650
E02002462,620
E02002463,590
E02002464,540
E02002465,660
E02002466,630
E02002467,560
E02002468,800
E02002469,740
E02002470,960
E02002471,760
E02002472,720
E02002473,790
E02002474,640
E02002475,870
E02002476,540
E02002477,640
E02002478,590
E02002479,660
E02002480,590
E02002481,620
E02002482,560
E02002796,870
E02002797,800
E02002798,920
E02002799,580
E02002800,830
E02002801,640
E02002802,560
E02002803,660
E02002804,630
E02002805,730
E02002806,630
E02002807,650
E02002808,560
E02002809,620
E02002810,860
E02002811,480
E02002812,760
E02002813,420
E02002814,770
E02002815,570
E02002816,930
E02002817,740
E02002818,560
E02002819,620
E02002820,560
E02002821,550
E02002822,640
E02002823,560
E02002824,550
E02002825,730
E02002826,800
E02002827,630
E02002828,590
E02002829,480
E02002830,570
E02002831,560
