code,income
E02002832,520
E02002833,560
E02002834,660
E02002835,690
E02002836,540
E02002837,490
E02002838,470
E02002839,570
E02002842,590
E02002843,510
E02002844,420
E02002845,520
E02002846,740
E02002847,620
E02002848,490
E02002849,580
E02002851,680
E02002852,490
E02002853,640
E02002854,550
E02002855,710
E02002856,770
E02002857,610
E02002858,980
E02002860,650
E02002861,520
E02002862,500
E02006815,520
E02006817,690
E02006819,540
E02006850,550
E02006851,600
E02002868,630
E02002869,460
E02002871,580
E02002872,500
E02002873,510
E02002874,690
E02002875,510
E02002876,560
E02002877,730
E02002878,530
E02002879,620
E02002880,510
E02002881,490
E02002882,730
E02002883,570
E02002884,530
E02002885,430
E02002886,570
E02002887,480
E02002888,480
E02002889,520
E02002890,460
E02002891,590
E02002892,540
E02002893,500
E02002894,850
E02002895,820
E02002896,500
E02002897,870
E02002898,580
E02002899,580
E02002901,720
E02002902,560
E02002903,550
E02002904,530
E02006834,460
E02006904,740
E02006905,520
E02002863,890
E02002864,760
E02002865,890
E02002866,810
E02002867,780
E02004029,600
E02004030,750
E02004031,560
E02004032,680
E02004033,640
E02004034,730
E02004035,850
E02004036,600
E02004037,870
E02004038,750
E02004039,770
E02004040,710
E02004041,690
E02004043,710
E02004044,950
E02006827,560
E02004045,690
E02004046,640
E02004047,540
E02004048,560
E02004049,630
E02004050,570
E02004051,580
E02004052,670
E02004053,630
E02004054,660
E02004055,600
E02004056,550
E02004057,640
E02004058,500
E02004059,650
E02004060,570
E02004061,600
E02004062,680
E02004063,710
E02004064,630
E02004065,910
E02004066,680
E02004067,520
E02004068,820
E02004069,820
E02004070,710
E02004071,730
E02004072,800
E02004073,710
E02004074,720
E02004075,830
E02004076,690
E02004077,850
E02004078,510
E02004080,610
E02004081,800
E02004082,790
E02004083,680
E02004084,530
E02004085,680
E02004086,750
E02004087,660
E02004088,840
E02004089,580
E02004090,680
E02004091,730
E02004092,660
E02006828,800
E02004093,740
E02004094,580
E02004095,690
E02004096,940
E02004097,840
E02004098,680
E02004100,800
E02004102,660
E02004103,610
E02004104,830
E02006872,700
E02004105,700
E02004106,740
E02004108,680
E02004109,790
E02004110,950
E02004111,640
E02004112,790
E02004113,550
E02004114,780
E02004115,660
E02004116,550
E02004117,610
E02006804,610
E02004118,850
E02004119,920
E02004120,780
E02004121,880
E02004122,890
E02004123,800
E02004124,680
E02004125,660
E02004126,650
E02004128,670
E02006919,690
E02006920,740
E02005334,840
E02005335,770
E02005336,800
E02005337,650
E02005338,720
E02005339,870
E02005340,650
E02005341,780
E02005342,700
E02005343,710
E02005344,750
E02006820,690
E02005345,810
E02005346,590
E02005347,570
E02005348,700
E02005349,710
E02005350,720
E02005351,740
E02005352,980
E02005353,720
E02005354,930
E02005355,840
E02005356,870
E02005357,700
E02005358,750
E02005359,780
E02005360,980
E02005361,740
E02005362,660
E02005363,780
E02005364,780
E02005365,600
E02005366,700
E02005368,880
E02005369,840
E02005370,910
E02005371,870
E02005372,900
E02005373,880
E02005374,620
E02005375,890
E02005376,790
E02006816,850
E02005377,710
E02005378,840
E02005379,750
E02005380,780
E02005381,740
E02005382,660
E02005383,650
E02005384,820
E02005385,850
E02005386,610
E02005387,730
E02005388,590
E02005389,610
E02005390,810
E02005391,830
E02005392,790
E02005393,790
E02005394,610
E02005395,700
E02005396,820
E02005397,790
E02005398,770
E02005399,790
E02005400,650
E02005401,800
E02005402,790
E02005403,640
E02005404,710
E02005405,570
E02005406,660
E02005407,800
E02005408,730
E02005409,660
E02005412,720
E02005414,600
E02005415,610
E02005416,760
E02006818,770
E02006911,890
E02005417,580
E02005418,520
E02005419,600
E02005420,530
E02005422,620
E02005423,570
E02006864,700
E02006865,660
E02005424,680
E02005425,630
E02005426,590
E02005427,600
E02005428,440
E02005429,400
E02005430,640
E02005431,550
E02005432,680
E02005433,420
E02005434,560
E02005435,470
E02005436,550
E02005437,480
E02005438,470
E02005439,650
E02005440,560
E02005441,650
E02005442,500
E02005443,620
E02005444,700
E02005445,590
E02005446,650
E02005447,550
E02005448,580
E02005449,710
E02005450,710
E02005451,520
E02005452,660
E02005453,770
E02005455,750
E02005456,670
E02005457,670
E02005458,780
E02005459,600
E02005460,880
E02005461,680
E02005462,590
E02005463,790
E02005464,660
E02006866,680
E02006867,650
E02005465,650
E02005466,620
E02005467,540
E02005468,630
E02005469,630
E02005470,620
E02005471,580
E02005472,520
E02005473,620
E02005474,630
E02005475,700
E02005476,810
E02005477,700
E02005478,590
E02005479,710
E02005480,590
E02005481,630
E02005482,770
E02005483,740
E02005484,710
E02005485,720
E02005486,700
E02005487,840
E02005488,760
E02005489,790
E02005490,650
E02005491,720
E02005492,730
E02005493,700
E02005494,640
E02005495,510
E02005496,700
E02005497,500
E02005498,690
E02005499,810
E02005500,760
E02005501,830
E02005502,650
E02005612,690
E02005613,620
E02005614,640
E02005615,580
E02005616,610
E02005617,560
E02006862,710
E02006863,810
E02005619,900
E02005620,870
E02005621,870
E02005622,960
E02005623,830
E02005624,840
E02005625,610
E02005626,610
E02005627,760
E02005628,800
E02005629,870
E02005630,870
E02005631,830
E02005632,800
E02005633,660
E02005634,660
E02005635,750
E02005636,670
E02005637,540
E02005638,800
E02005639,820
E02005640,710
E02005641,680
E02005642,810
E02005643,560
E02005644,600
E02005645,670
E02005646,710
E02005647,630
E02005648,830
E02005649,690
E02005650,720
E02005651,710
E02005652,650
E02005653,610
E02005654,640
E02005655,680
E02005656,590
E02005657,700
E02005658,600
E02005659,630
E02005660,600
E02005661,660
E02005662,690
E02005663,860
E02005664,700
E02005665,790
E02005666,510
E02005667,610
E02005668,690
E02005669,990
E02005670,500
E02005671,770
E02005672,640
E02005673,600
E02005674,670
E02005675,660
E02005676,650
E02005677,730
E02005678,840
E02005679,900
E02005680,1020
E02005681,830
E02005682,840
E02005683,860
E02005684,930
E02005685,810
E02005686,830
E02005687,970
E02005688,900
E02005689,980
E02005690,760
E02005691,860
E02005692,670
E02005693,610
E02005694,840
E02005695,580
E02005696,510
E02005697,540
E02005698,610
E02005699,630
E02005700,770
E02005701,680
E02005819,580
E02005820,650
E02005821,550
E02005822,640
E02005823,490
E02005824,680
E02005825,640
E02005826,510
E02005827,700
E02005828,640
E02005829,640
E02005830,640
E02005831,670
E02005832,620
E02005833,700
E02005834,570
E02005835,580
E02005836,750
E02005837,790
E02005838,620
E02005839,600
E02005840,780
E02005842,650
E02005843,710
E02005844,630
E02005846,470
E02005847,670
E02005848,680
E02005849,710
E02006903,600
E02005850,640
E02005851,520
E02005852,680
E02005853,690
E02005856,880
E02005857,630
E02005858,740
E02005859,630
E02005860,640
E02005861,690
E02005862,680
E02005863,800
E02005864,940
E02006906,730
E02005865,810
E02005866,750
E02005868,680
E02005869,610
E02005870,650
E02005871,740
E02005872,860
E02005873,870
E02005874,810
E02005875,650
E02005876,690
E02005877,660
E02005878,620
E02005879,670
E02006835,730
E02005880,610
E02005881,560
E02005882,640
E02005883,540
E02005884,680
E02005885,570
E02005886,650
E02005887,540
E02005888,500
E02005889,620
E02005890,750
E02005891,500
E02005892,800
E02005893,600
E02005894,660
E02005895,770
E02005896,740
E02005897,740
E02005898,630
E02005899,620
E02005900,830
E02005901,710
E02005902,560
E02005903,600
E02005904,850
E02005905,930
E02005906,870
E02005907,720
E02005908,830
E02005909,1060
E02005910,850
E02005911,1020
E02005912,910
E02005913,880
E02005914,720
E02005915,870
E02005916,710
E02005917,950
E02005918,730
E02005919,830
E02005920,920
E02002905,710
E02002906,570
E02002907,550
E02002908,670
E02002909,640
E02002910,660
E02002911,710
E02002912,750
E02002913,740
E02002914,640
E02002915,690
E02002916,600
E02002917,680
E02002918,760
E02002919,590
E02002920,720
E02002921,580
E02002922,710
E02002923,640
E02002924,730
E02002925,690
E02002926,600
E02002927,750
E02006015,610
E02006016,740
E02006023,620
E02006017,670
E02006018,610
E02006024,610
E02006025,610
E02006019,590
E02006020,770
E02006021,790
E02006026,710
E02006027,690
E02006022,870
E02006028,860
E02006029,580
E02006030,700
E02006031,670
E02006032,600
E02006033,720
E02006034,800
E02006035,730
E02006036,710
E02006037,780
E02006038,710
E02006008,710
E02006039,680
E02006009,800
E02006040,810
E02006010,710
E02006041,650
E02006011,680
E02006042,710
E02006012,650
E02006013,730
E02006014,630
E02006043,680
E02006044,670
E02006045,600
E02006046,670
E02002951,600
E02002952,560
E02002953,490
E02002954,540
E02002955,470
E02002956,570
E02002957,650
E02002958,530
E02002959,480
E02002960,600
E02002961,460
E02002962,480
E02002963,490
E02002964,520
E02002965,470
E02002966,470
E02002967,440
E02002968,650
E02002969,560
E02002970,580
E02002971,590
E02002972,520
E02002973,600
E02002974,580
E02002975,690
E02002976,570
E02002977,440
E02002978,460
E02002979,500
E02002980,630
E02002981,550
E02002982,500
E02002983,780
E02002984,880
E02002928,760
E02002929,930
E02002930,650
E02002931,800
E02002932,590
E02002933,720
E02002934,700
E02002935,610
E02002936,630
E02002937,820
E02002938,560
E02002939,660
E02002940,620
E02002941,570
E02002942,960
E02002943,820
E02002944,470
E02002945,630
E02002946,590
E02002947,590
E02002948,490
E02002949,570
E02002950,490
E02006118,690
E02006119,590
E02006120,640
E02006121,620
E02006122,650
E02006123,730
E02006124,530
E02006125,580
E02006126,620
E02006127,910
E02006128,660
E02006129,510
E02006130,640
E02006131,710
E02006132,680
E02006133,710
E02006134,770
E02006135,750
E02006136,780
E02006137,590
E02006138,600
E02006139,560
E02006140,660
E02006141,530
E02006142,820
E02006143,740
E02006144,540
E02006145,920
E02006146,690
E02006147,860
E02006148,860
E02006149,650
E02006150,840
E02006151,670
E02006152,860
E02006153,830
E02006154,660
E02006155,570
E02006156,830
E02006157,680
E02006158,670
E02006159,530
E02006160,540
E02006161,700
E02006162,620
E02006163,570
E02006164,520
E02006165,630
E02006166,720
E02006167,510
E02006168,520
E02006169,610
E02006170,690
E02006171,600
E02006172,820
E02006173,820
E02006174,740
E02006175,660
E02006176,730
E02006177,670
E02006178,600
E02006179,680
E02006180,610
E02006181,590
E02006182,810
E02006183,870
E02006184,740
E02006185,630
E02006186,740
E02006187,760
E02006188,680
E02006189,740
E02006190,680
E02006191,860
E02006192,770
E02006193,760
E02006194,620
E02006195,740
E02006196,610
E02006197,590
E02006198,820
E02006199,830
E02006200,580
E02006201,830
E02006202,740
E02006203,660
E02006204,590
E02006205,700
E02006206,580
E02006207,600
E02006208,620
E02006209,680
E02006210,710
E02006211,730
E02006212,680
E02006213,640
E02006214,600
E02006215,660
E02006216,740
E02006217,680
E02006218,530
E02006219,690
E02006220,600
E02006221,830
E02006222,600
E02006223,510
E02006224,750
E02006225,750
E02006226,750
E02006468,670
E02006469,620
E02006470,600
E02006471,750
E02006472,610
E02006473,690
E02006474,710
E02006475,710
E02006476,530
E02006477,870
E02006478,820
E02006479,550
E02006480,570
E02006481,570
E02006482,660
E02006483,530
E02006484,620
E02006485,850
E02006486,650
E02006487,520
E02006488,580
E02006489,620
E02006490,630
E02006806,570
E02006492,860
E02006493,800
E02006494,550
E02006495,770
E02006496,660
E02006497,650
E02006498,830
E02006499,830
E02006500,700
E02006501,690
E02006502,650
E02006503,810
E02006504,890
E02006505,730
E02006506,690
E02006507,730
E02006508,800
E02006509,670
E02006510,830
E02006511,760
E02006512,720
E02006513,960
E02006514,740
E02006515,750
E02006516,840
E02006517,830
E02006518,730
E02006519,830
E02006520,940
E02006521,820
E02006522,930
E02006523,820
E02006524,640
E02006525,830
E02006526,750
E02006527,850
E02006528,690
E02006529,780
E02006530,860
E02006531,620
E02006532,980
E02006533,760
E02001827,790
E02001828,730
E02001829,970
E02001830,950
E02001831,690
E02001832,960
E02001833,740
E02001834,560
E02001835,850
E02001836,820
E02001837,560
E02001838,990
E02001839,580
E02001840,540
E02001841,900
E02001842,680
E02001843,650
E02001844,710
E02001845,670
E02001846,510
E02001847,810
E02001848,550
E02001849,530
E02001850,670
E02001851,610
E02001852,550
E02001854,580
E02001855,510
E02001856,570
E02001857,530
E02001858,600
E02001859,520
E02001860,480
E02001861,490
E02001862,580
E02001863,440
E02001864,460
E02001865,560
E02001866,460
E02001867,440
E02001868,620
E02001869,400
E02001870,530
E02001871,480
E02001872,510
E02001873,500
E02001874,440
E02001875,490
E02001876,460
E02001877,450
E02001878,470
E02001879,530
E02001880,610
E02001881,480
E02001882,570
E02001883,550
E02001884,450
E02001886,610
E02001888,640
E02001889,520
E02001890,690
E02001892,580
E02001893,640
E02001895,550
E02001896,500
E02001897,370
E02001898,690
E02001899,920
E02001900,570
E02001901,980
E02001902,640
E02001903,440
E02001904,580
E02001905,900
E02001906,680
E02001907,660
E02001908,500
E02001909,490
E02001910,430
E02001911,510
E02001913,620
E02001914,720
E02001915,610
E02001916,580
E02001918,610
E02001919,640
E02001920,530
E02001921,610
E02001922,720
E02001923,650
E02001924,640
E02001925,760
E02001926,720
E02001927,620
E02001928,570
E02001929,610
E02001930,820
E02001931,680
E02001932,540
E02001933,630
E02001934,790
E02001935,710
E02001936,730
E02001937,540
E02001938,770
E02001939,590
E02001941,580
E02001942,650
E02001943,640
E02001944,700
E02001945,610
E02001946,730
E02001947,430
E02001948,620
E02001949,560
E02001950,700
E02001951,480
E02001952,510
E02001953,700
E02001954,510
E02001955,650
E02001956,710
E02001957,660
E02006807,800
E02006809,760
E02006895,550
E02006896,670
E02006897,480
E02006898,700
E02006899,1040
E02006900,550
E02006901,540
E02001958,550
E02001959,670
E02001961,510
E02001962,550
E02001963,620
E02001964,470
E02001965,720
E02001966,520
E02001967,680
E02001968,640
E02001969,570
E02001970,560
E02001971,680
E02001972,450
E02001973,520
E02001974,730
E02001975,670
E02001976,620
E02001977,510
E02001978,660
E02001979,690
E02001980,680
E02001981,450
E02001982,740
E02001983,700
E02001984,680
E02001985,520
E02001986,560
E02001987,650
E02001988,490
E02001989,700
E02001990,740
E02001991,840
E02001992,550
E02001993,610
E02001994,690
E02001995,590
E02001996,430
E02001997,860
E02001998,790
E02001999,770
E02006805,560
E02002000,540
E02002001,590
E02002002,710
E02002003,600
E02002004,550
E02002005,540
E02002006,580
E02002007,550
E02002008,870
E02002009,480
E02002010,470
E02002011,740
E02002012,500
E02002013,730
E02002014,550
E02002015,620
E02002016,500
E02002017,480
E02002018,790
E02002019,530
E02002020,660
E02002021,480
E02002022,580
E02002023,640
E02002024,580
E02002025,610
E02002026,670
E02002027,950
E02002028,640
E02002029,680
E02002030,590
E02002031,610
E02002032,570
E02002033,660
E02002034,660
E02002035,780
E02002036,500
E02002037,690
E02002038,590
E02002039,770
E02002040,800
E02002041,720
E02002042,770
E02002043,570
E02002044,560
E02002045,520
E02002046,500
E02002047,500
E02002048,720
E02002049,580
E02002051,490
E02002052,530
E02002053,630
E02002054,640
E02002055,600
E02002056,470
E02002057,520
E02002058,610
E02002059,500
E02002060,480
E02002061,490
E02002062,450
E02002063,570
E02002064,630
E02002065,550
E02002066,520
E02002067,590
E02002068,490
E02002069,490
E02002070,480
E02002071,570
E02002072,590
E02002073,530
E02002074,600
E02002075,550
E02002076,730
E02002077,550
E02002078,700
E02002079,570
E02002080,560
E02006810,620
E02002081,650
E02002082,510
E02002083,870
E02002084,530
E02002085,540
E02002086,470
E02002087,470
E02002088,500
E02002089,670
E02002090,820
E02002091,610
E02002092,660
E02002093,700
E02002094,960
E02002095,780
E02002096,830
E02002097,780
E02002098,790
E02002099,930
E02002101,660
E02002102,840
E02002103,740
E02002104,1140
E02002105,970
E02002106,880
E02002107,970
E02002108,1000
E02002109,1040
E02006808,760
E02002110,670
E02002111,480
E02002112,630
E02002113,590
E02002114,650
E02002115,480
E02002116,680
E02002117,580
E02002118,490
E02002119,630
E02002120,680
E02002121,460
E02002122,460
E02002123,550
E02002124,560
E02002125,580
E02002126,430
E02002127,450
E02002128,550
E02002129,590
E02002130,520
E02002131,760
E02002132,550
E02002133,600
E02002134,600
E02002135,520
E02002136,590
E02002137,860
E02002138,690
E02002139,480
E02002140,480
E02002141,880
E02002142,510
E02002143,460
E02002144,880
E02002145,500
E02002146,600
E02002147,510
E02002148,730
E02002149,580
E02002150,590
E02002151,520
E02002152,490
E02002153,510
E02002154,530
E02002155,470
E02002156,610
E02002157,810
E02002158,520
E02002159,510
E02002160,610
E02002161,510
E02002162,700
E02002163,490
E02002164,440
E02002165,570
E02002166,480
E02002167,710
E02002168,500
E02002169,750
E02002170,560
E02002171,500
E02002174,750
E02002175,460
E02002176,570
E02002177,480
E02002178,700
E02002179,740
E02002180,510
E02002181,480
E02002182,560
E02006894,470
E02006696,1030
E02006697,890
E02006698,680
E02006699,720
E02006700,750
E02006701,910
E02006702,690
E02006703,900
E02006704,750
E02006705,740
E02006706,640
E02006707,1080
E02006708,670
E02006709,860
E02006710,680
E02006711,790
E02006712,860
E02006713,660
E02006714,730
E02006715,780
E02006716,570
E02006717,690
E02006718,630
E02006719,810
E02006720,680
E02006721,810
E02006722,550
E02006723,600
E02006724,530
E02006725,640
E02006726,640
E02006727,700
E02006728,770
E02006729,750
E02006730,580
E02006731,640
E02006732,760
E02006733,840
E02006734,770
E02006735,480
E02006736,900
E02006737,730
E02006738,590
E02006739,700
E02006740,730
E02006741,1130
E02006742,570
E02006743,650
E02006744,660
E02006745,780
E02006746,820
E02006747,960
E02006748,760
E02006749,620
E02006750,670
E02006751,660
E02006752,930
E02006753,780
E02006754,950
E02006755,850
E02006756,890
E02006757,750
E02006758,760
E02006759,610
E02006760,680
E02006761,570
E02006762,730
E02006763,770
E02006764,700
E02006765,720
E02006766,820
E02006767,710
E02006768,630
E02006769,680
E02006770,520
E02006771,620
E02006772,610
E02006773,580
E02006774,650
E02006775,480
E02006776,760
E02006777,710
E02006778,600
E02006779,630
E02006780,570
E02003616,970
E02003617,940
E02003618,810
E02003619,810
E02003620,820
E02003621,850
E02003622,660
E02003623,1010
E02003624,830
E02003625,640
E02003626,900
E02003627,720
E02003628,640
E02003629,640
E02003630,660
E02003631,760
E02003632,730
E02003633,720
E02003634,790
E02003635,860
E02003599,860
E02003600,820
E02003601,930
E02003602,890
E02003603,790
E02003604,840
E02003605,860
E02003606,900
E02003607,850
E02003608,840
E02003609,920
E02003610,990
E02003611,1000
E02003612,950
E02003613,850
E02003614,1010
E02003615,980
E02003636,950
E02003637,920
E02003638,930
E02003639,750
E02003640,880
E02003641,1090
E02003643,960
E02003642,680
E02003644,720
E02003645,810
E02003646,750
E02003647,740
E02003648,670
E02003649,930
E02003650,900
E02003651,840
E02003258,850
E02003259,740
E02003260,550
E02003261,730
E02003262,630
E02003263,650
E02003264,970
E02003265,810
E02003266,660
E02003267,680
E02003268,720
E02003269,780
E02003270,760
E02003271,860
E02003272,650
E02003273,750
E02003274,560
E02003275,590
E02003276,620
E02003277,660
E02003278,660
E02003237,850
E02003238,820
E02003239,830
E02003240,1020
E02003241,720
E02003242,670
E02003243,590
E02003244,570
E02003245,600
E02003246,640
E02003247,650
E02003248,700
E02003249,560
E02003250,630
E02003251,870
E02003252,760
E02003253,730
E02003254,870
E02003255,670
E02003257,580
E02006877,780
E02006878,920
E02003279,710
E02003280,690
E02003281,710
E02003282,760
E02003283,720
E02003284,690
E02003285,770
E02003286,1010
E02003287,710
E02003288,580
E02003289,910
E02003290,820
E02003291,680
E02003292,630
E02003293,690
E02003294,850
E02003295,760
E02003296,880
E02003297,670
E02003298,700
E02003299,930
E02003300,820
E02003301,680
E02003302,580
E02003303,690
E02003304,650
E02003305,740
E02003307,630
E02003308,810
E02003309,800
E02003310,670
E02003311,710
E02003312,690
E02003313,590
E02006859,1450
E02006926,990
E02003719,760
E02003720,850
E02003721,870
E02003722,1100
E02003723,1090
E02003724,860
E02003725,1100
E02003726,1110
E02003727,1080
E02003728,880
E02003729,920
E02003730,1010
E02003731,1130
E02003732,700
E02003733,830
E02003734,840
E02003735,910
E02003736,860
E02003737,770
E02003738,850
E02003739,900
E02003740,880
E02006825,900
E02003742,630
E02003743,590
E02003744,640
E02003745,640
E02003746,660
E02003747,640
E02003748,590
E02003749,710
E02003750,630
E02003751,720
E02003752,670
E02003753,730
E02003754,930
E02003755,780
E02003756,860
E02003757,940
E02003758,860
E02003759,1010
E02003760,700
E02003761,800
E02003762,970
E02003763,870
E02003764,990
E02003765,810
E02003766,930
E02003767,1120
E02003768,960
E02003769,910
E02003770,950
E02003771,770
E02003772,900
E02003773,820
E02003774,760
E02003775,990
E02003776,980
E02003777,1060
E02003778,990
E02003779,1010
E02003780,960
E02003781,1020
E02003783,1070
E02003784,1090
E02003785,970
E02003786,1040
E02003787,910
E02003788,1090
E02003789,890
E02003790,970
E02003791,1010
E02003792,920
E02003793,1020
E02006873,1120
E02006874,1070
E02004424,1200
E02004425,940
E02004426,980
E02004427,920
E02004428,700
E02004429,790
E02004430,910
E02004431,840
E02004432,880
E02004433,720
E02004434,680
E02004435,640
E02004436,580
E02004437,640
E02004438,610
E02004439,610
E02004440,680
E02004441,620
E02004442,580
E02004443,780
E02004444,980
E02004445,640
E02004446,880
E02004447,870
E02004448,770
E02004449,680
E02004450,920
E02004451,780
E02004452,840
E02004453,680
E02004454,700
E02004455,960
E02004456,700
E02004457,740
E02004458,1010
E02004459,850
E02004460,780
E02004461,690
E02004462,740
E02004463,860
E02004464,900
E02004465,930
E02004466,810
E02004467,830
E02004468,1190
E02004469,990
E02004470,920
E02004471,810
E02004472,1060
E02004473,770
E02004474,780
E02004475,790
E02004476,890
E02004477,840
E02004478,730
E02004479,860
E02004480,770
E02004481,520
E02004482,640
E02004483,670
E02004484,610
E02004485,900
E02004486,940
E02004487,780
E02004488,970
E02004489,990
E02004490,640
E02004491,1040
E02004492,970
E02004493,920
E02004494,930
E02004495,850
E02004496,1100
E02004497,890
E02004498,790
E02004499,990
E02004500,960
E02004501,850
E02004502,860
E02004503,880
E02004504,990
E02004505,760
E02004506,1000
E02004507,860
E02004508,970
E02004509,1030
E02004512,810
E02004513,560
E02004514,930
E02004515,980
E02004516,740
E02004517,780
E02004518,1020
E02004519,820
E02004520,770
E02004521,690
E02004522,850
E02004523,730
E02004524,970
E02004525,740
E02004526,730
E02006922,710
E02004527,810
E02004528,840
E02004529,890
E02004530,800
E02004531,850
E02004532,860
E02004533,640
E02004534,760
E02004535,690
E02004536,890
E02004537,650
E02004538,1040
E02004539,770
E02004540,1010
E02004541,940
E02004542,1030
E02004543,810
E02004544,780
E02004545,690
E02004546,670
E02004547,720
E02004548,890
E02004549,680
E02004550,610
E02004551,650
E02004552,740
E02004553,690
E02004554,720
E02004555,800
E02004556,960
E02004557,850
E02004558,700
E02004559,840
E02004560,740
E02004561,850
E02004562,720
E02004563,700
E02004564,870
E02004565,870
E02004566,700
E02004567,910
E02004568,890
E02004569,760
E02004570,790
E02004571,890
E02004572,770
E02004573,530
E02004574,570
E02004575,780
E02004576,710
E02004577,850
E02004578,560
E02004579,660
E02004580,580
E02004581,760
E02004582,510
E02004583,650
E02004584,490
E02004585,610
E02004586,560
E02004587,550
E02004588,470
E02004589,580
E02004590,430
E02004591,1100
E02004592,810
E02004593,1060
E02004594,1000
E02004595,970
E02004596,870
E02004597,830
E02004598,950
E02004599,990
E02004843,910
E02004844,790
E02004845,710
E02004846,1040
E02004847,700
E02004848,870
E02004849,1010
E02004850,760
E02004851,760
E02004852,730
E02004853,690
E02004854,720
E02004855,630
E02004856,1060
E02004857,1080
E02004858,960
E02004859,1060
E02004860,930
E02004861,970
E02004862,720
E02004863,680
E02004864,1240
E02004865,820
E02004866,790
E02004867,1080
E02004868,730
E02004869,1160
E02004870,780
E02004871,890
E02004872,960
E02004873,1050
E02004874,890
E02004875,810
E02004876,990
E02004877,1010
E02004878,890
E02004879,940
E02004880,1080
E02004881,1010
E02004882,1050
E02004883,900
E02004884,840
E02004885,1150
E02004886,920
E02004887,970
E02004888,910
E02004889,860
E02004890,980
E02004891,1040
E02004892,810
E02004893,1120
E02004894,1020
E02004895,940
E02004896,920
E02004897,890
E02004898,820
E02004899,1010
E02004900,1160
E02004901,720
E02004902,790
E02004903,930
E02004904,830
E02004905,1090
E02004906,900
E02004907,900
E02004908,960
E02004909,830
E02004910,1010
E02004911,710
E02004912,850
E02004913,990
E02004914,790
E02004915,730
E02004916,950
E02004917,790
E02004918,990
E02004919,880
E02004920,860
E02004921,1040
E02004922,870
E02004923,980
E02004924,1240
E02004925,1180
E02004926,1270
E02004927,1040
E02004928,1270
E02004929,1030
E02004930,1070
E02004931,1110
E02004932,1010
E02004933,1470
E02004934,1200
E02004935,1170
E02004936,1300
E02004937,1230
E02004938,1040
E02004939,970
E02004940,920
E02004941,900
E02004942,950
E02004943,1050
E02004944,800
E02004945,870
E02004946,780
E02004947,1020
E02004948,770
E02004949,700
E02004950,780
E02004951,670
E02004952,810
E02004953,760
E02004954,770
E02004955,840
E02004956,900
E02004957,910
E02004958,1020
E02004959,1180
E02004960,1250
E02004961,1140
E02004962,1010
E02004963,830
E02004964,830
E02004965,850
E02004966,1340
E02004967,660
E02004968,820
E02004969,880
E02004970,720
E02004971,810
E02004972,990
E02004973,890
E02004974,1000
E02004975,1160
E02004976,830
E02004977,820
E02004978,740
E02004979,1010
E02004980,1150
E02004981,970
E02004982,1000
E02004983,830
E02004984,860
E02004985,930
E02004986,720
E02004987,910
E02004988,840
E02004989,740
E02004990,830
E02004991,680
E02004992,710
E02004993,760
E02004994,1140
E02004995,1020
E02005503,760
E02005504,710
E02005505,700
E02005506,720
E02005507,620
E02005508,750
E02005509,590
E02005510,620
E02005511,600
E02005512,740
E02005513,680
E02005514,710
E02005515,850
E02005516,800
E02005517,610
E02005518,720
E02005519,640
E02005520,740
E02005521,770
E02005522,820
E02005523,760
E02005524,730
E02005525,850
E02005526,810
E02005527,850
E02005528,780
E02005529,650
E02005530,740
E02005531,770
E02005532,680
E02005533,770
E02005534,710
E02005535,980
E02005536,820
E02005537,750
E02005538,640
E02005539,710
E02005540,620
E02005541,590
E02005542,520
E02005543,490
E02005544,610
E02005545,700
E02005546,580
E02005547,710
E02005548,590
E02005549,730
E02005550,680
E02005551,580
E02005552,690
E02005553,580
E02005554,650
E02005555,930
E02005556,720
E02005557,540
E02005558,660
E02005559,660
E02005560,710
E02005561,590
E02005562,730
E02005563,680
E02005564,820
E02005565,680
E02005566,640
E02005567,620
E02005568,720
E02005569,730
E02005570,620
E02005571,640
E02005572,570
E02005573,630
E02005574,690
E02005575,710
E02005576,610
E02005577,720
E02005578,700
E02005579,610
E02005580,610
E02005581,730
E02005582,660
E02005583,640
E02005584,670
E02005585,560
E02005586,700
E02005587,600
E02005588,690
E02005589,640
E02005590,590
E02005592,950
E02005593,660
E02005594,770
E02005595,880
E02005596,610
E02006907,790
E02006908,730
E02005597,740
E02005598,1000
E02005599,840
E02005600,810
E02005601,720
E02005602,830
E02005603,830
E02005604,800
E02005605,860
E02005606,810
E02005607,780
E02005608,730
E02005609,680
E02005610,770
E02005611,630
E02006227,770
E02006228,780
E02006229,750
E02006230,760
E02006231,850
E02006232,770
E02006233,640
E02006234,670
E02006235,870
E02006236,850
E02006237,810
E02006238,640
E02006239,790
E02006240,880
E02006241,690
E02006242,890
E02006243,760
E02006826,760
E02006245,650
E02006246,800
E02006247,660
E02006248,780
E02006249,880
E02006250,670
E02006251,790
E02006252,740
E02006253,840
E02006254,660
E02006255,810
E02006256,610
E02006257,620
E02006258,700
E02006259,640
E02006260,630
E02006261,780
E02006262,810
E02006263,770
E02006264,890
E02006265,760
E02006266,800
E02006267,880
E02006268,600
E02006269,910
E02006270,880
E02006271,800
E02006272,780
E02006273,770
E02006274,880
E02006275,670
E02006276,850
E02006277,1100
E02006278,820
E02006279,760
E02006280,850
E02006281,770
E02006282,800
E02006283,810
E02006284,680
E02006285,790
E02006286,690
E02006287,760
E02006288,820
E02006289,720
E02006290,660
E02006291,770
E02006292,930
