code,White (%),Mixed/multiple ethnic groups (%),Asian/Asian British (%),Black/African/Caribbean/Black British (%),Other ethnic group (%),BAME (%),United Kingdom,Not United Kingdom,United Kingdom (%),Not United Kingdom (%)
E02000030,75.0273822562979,3.70208105147864,14.4578313253012,3.986856516977,2.82584884994524,24.9726177437021,6931,2199,75.9145673603505,24.0854326396495
E02000031,71.5793803125857,4.25006854949273,15.9309021113244,4.75733479572251,3.48231423087469,28.4206196874143,4843,2451,66.3970386619139,33.6029613380861
E02000032,67.7103220058546,4.41644393534428,19.3967163039328,3.52551864579356,4.95099910907471,32.2896779941453,5313,2544,67.6212294768996,32.3787705231004
E02000033,69.0172191636406,5.95056811526297,15.0286986060677,6.29026590137051,3.71324821365819,30.9827808363594,6014,2523,70.4462926086447,29.5537073913553
E02000034,70.7216737188528,4.92477668077104,15.3502585801599,5.5594734367654,3.44381758345087,29.2783262811472,5739,2769,67.4541607898449,32.5458392101552
E02000035,63.9296924042687,4.51977401129944,21.8455743879473,4.26867545511613,5.43628374136849,36.0703075957313,4648,3317,58.3553044569994,41.6446955430006
E02000036,57.9633249557852,4.41217537000838,21.5582239597878,12.3056874243694,3.76058829004933,42.0366750442148,6845,3898,63.7159080331379,36.2840919668621
E02000037,63.4945077507443,3.70598501180577,21.1682578790679,7.91499846011703,3.71625089826506,36.5054922492557,6500,3241,66.7282619854224,33.2717380145776
E02000038,65.4650941601674,5.38329845919726,17.7667871409549,7.85619174434088,3.52862849533955,34.5349058398326,6793,3721,64.6090926383869,35.3909073616131
E02000039,70.1423220973783,4.1498127340824,16.0149812734082,6.48689138576779,3.2059925093633,29.8576779026217,4596,2079,68.8539325842697,31.1460674157303
E02000040,62.303737668473,5.8913436153953,17.3683479227456,9.79574822842851,4.64082256495762,37.696262331527,4727,2470,65.6801445046547,34.3198554953453
E02000041,57.1898762909999,4.08580183861083,24.4580637839065,9.36329588014981,4.90296220633299,42.8101237090001,5071,3740,57.5530586766542,42.4469413233458
E02000042,57.9659742456998,4.97227183005922,26.4404549299746,5.28245135821036,5.33884763605602,42.0340257543002,5702,4937,53.595262712661,46.404737287339
E02000043,60.3950103950104,4.1450103950104,28.7032224532225,2.61174636174636,4.1450103950104,39.6049896049896,4512,3184,58.6278586278586,41.3721413721414
E02000044,56.1020939164911,5.35249659273944,19.563870647999,15.0043365134432,3.97720232932722,43.8979060835089,4913,3158,60.872258704002,39.127741295998
E02000045,64.5403926931718,7.31659665917749,14.5159714760184,8.86001758327635,4.76702158835596,35.4596073068282,6539,3698,63.8761355865976,36.1238644134024
E02000046,62.7778564349427,5.42262494690641,23.4178111284157,3.99263768936712,4.38906980036812,37.2221435650573,3867,3196,54.7501061871726,45.2498938128274
E02000047,46.0564494856238,5.36358040974237,27.969752923591,15.7126527741141,4.89756440692869,53.9435505143762,5776,5597,50.7869515519212,49.2130484480788
E02000048,63.8891718447591,4.6144443312621,19.3439951105226,6.2442701436284,5.90811856982785,36.1108281552409,6068,3749,61.8111439339921,38.188856066008
E02000049,38.4570151711161,7.69140303422322,17.7349170880866,29.6248382923674,6.49182641420675,61.5429848288839,4519,3984,53.1459484887687,46.8540515112313
E02000050,62.370826709062,5.88235294117647,18.7897456279809,9.13155802861685,3.82551669316375,37.629173290938,6254,3810,62.1422893481717,37.8577106518283
E02000051,65.6990863883428,4.440846536371,18.2491037353996,5.25037585289696,6.36058748698971,34.3009136116572,4954,3693,57.2915462009946,42.7084537990054
E02000052,73.4481336358012,5.32068467725304,11.5900185605279,6.17653124355537,3.46463188286245,26.5518663641988,6310,3388,65.0649618478037,34.9350381521963
E02000053,40.9681499367598,5.07071403932391,36.0584109463033,12.6250431183167,5.27768195929631,59.0318500632402,3724,4973,42.8193629987352,57.1806370012648
E02000054,54.0383014154871,4.92645018040522,25.1734665556481,9.11740216486261,6.744379683597,45.9616985845129,3455,3751,47.9461559811268,52.0538440188732
E02000055,61.8778077268643,4.07906558849955,20.8984725965858,6.96316262353998,6.18149146451033,38.1221922731357,5450,5680,48.9667565139263,51.0332434860737
E02000056,79.6786799826314,3.22405557967868,9.85670864090317,2.17108119843682,5.06947459834998,20.3213200173686,6137,3075,66.6196265740339,33.3803734259661
E02000057,70.4168893639765,3.24692677712453,14.5777659005879,4.36932121859968,7.38909673971138,29.5831106360235,4175,3309,55.7856761090326,44.2143238909674
E02000058,76.7808219178082,3.95303326810176,10.7827788649706,3.30724070450098,5.1761252446184,23.2191780821918,6174,4046,60.4109589041096,39.5890410958904
E02000059,42.2028874653409,4.99091691366287,36.2462950568888,11.2056601969596,5.35424036714791,57.7971125346591,4744,5715,45.358064824553,54.641935175447
E02000060,72.6098901098901,2.71978021978022,12.9120879120879,3.40659340659341,8.35164835164835,27.3901098901099,6212,4708,56.8864468864469,43.1135531135531
E02000061,66.2922750530388,4.99188818170473,18.445026831399,3.23224759765381,7.03856233620367,33.7077249469612,3937,4076,49.1326594284288,50.8673405715712
E02000062,49.3690851735016,5.63091482649842,22.4290220820189,15.3943217665615,7.17665615141956,50.6309148264984,3120,3220,49.211356466877,50.788643533123
E02000063,52.2737053507388,5.53722564911777,19.1938028977191,11.146177019079,11.8490890833453,47.7262946492612,3057,3914,43.8531057237125,56.1468942762875
E02000064,60.8514724711908,5.61779769526248,14.7407170294494,10.4353393085787,8.35467349551857,39.1485275288092,3270,2978,52.336747759283,47.663252240717
E02000065,43.3081137490217,4.68301591442734,6.95277850247848,43.7516305765719,1.30446125750065,56.6918862509783,4580,3086,59.7443255935299,40.2556744064701
E02000066,52.9094492272586,3.39176433979878,10.6420495799191,31.7913079556063,1.26542889741728,47.0905507727414,6231,3410,64.6302250803859,35.3697749196141
E02000067,69.5771428571429,3.57714285714286,9.07428571428572,16.4,1.37142857142857,30.4228571428571,6775,1975,77.4285714285714,22.5714285714286
E02000068,65.3086085544126,3.70871683811586,8.74390904168923,21.0341093665403,1.20465619924201,34.6913914455874,5447,1941,73.7276664861938,26.2723335138062
E02000069,74.3622860833064,2.74459154020019,10.0096867936713,12.1730707135938,0.710364869228285,25.6377139166936,5122,1072,82.69292864062,17.30707135938
E02000070,82.3873015873016,2.00634920634921,8.16507936507937,6.64126984126984,0.8,17.6126984126984,6878,997,87.3396825396825,12.6603174603175
E02000071,84.8904109589041,2.42465753424658,6.93150684931507,5.35616438356164,0.397260273972603,15.1095890410959,6543,757,89.6301369863014,10.3698630136986
E02000072,71.2544741776035,3.33219703425942,3.71569797170615,20.7346173512869,0.963013465144026,28.7455258223965,9413,2321,80.2198738708028,19.7801261291972
E02000073,83.8026855650877,1.70645281611339,8.85863483774711,4.67176426706453,0.960462513987318,16.1973144349123,9533,1191,88.8940693770981,11.1059306229019
E02000074,82.1423905943827,1.95950359242325,4.78118876551274,10.7119529719138,0.404964075767472,17.8576094056172,6698,957,87.4983670803396,12.5016329196604
E02000075,88.4373427277303,1.62304982385506,6.61801711122295,2.91897332662305,0.402617010568697,11.5626572722698,7224,724,90.8907901358832,9.10920986411676
E02000077,82.8710213473092,1.77681196471942,9.70216029656142,4.6785120797648,0.971494311645149,17.1289786526908,6843,980,87.4728365077336,12.5271634922664
E02000078,90.6327462491846,1.7351598173516,2.88323548597521,4.12263535551207,0.626223091976517,9.3672537508154,7099,566,92.6157860404436,7.38421395955643
E02000079,86.5861411315957,2.28862047043865,7.60330578512397,2.70820089001907,0.813731722822632,13.4138588684043,6889,976,87.5905912269549,12.4094087730451
E02000080,81.4952279957582,2.21633085896076,10.1484623541888,4.8356309650053,1.30434782608696,18.5047720042418,8060,1370,85.4718981972428,14.5281018027572
E02000081,89.55144416345,1.71702382536936,5.2575535738054,2.99480899773726,0.479169439637961,10.44855583655,6860,653,91.3083987754559,8.69160122454412
E02000082,87.415502478594,1.36322667868409,6.71473636773321,3.67282559711582,0.833708877872916,12.584497521406,7973,903,89.8264984227129,10.1735015772871
E02000083,87.8825094667895,1.96499846484495,4.37007471087913,5.37304267731041,0.409374680176031,12.1174905332105,8769,1002,89.7451642615904,10.2548357384096
E02000084,87.097077342355,2.04867963537262,7.17037872380415,3.06362184005263,0.620242458415562,12.902922657645,9562,1079,89.8599755662062,10.1400244337938
E02000085,90.0164702901305,2.36918788800203,4.26960597998226,2.71126314455847,0.633472697326745,9.9835297098695,7238,655,91.7015076650196,8.29849233498036
E02000086,92.5627729257642,1.67849344978166,4.18941048034935,1.24181222707424,0.327510917030568,7.43722707423581,6780,548,92.5218340611354,7.47816593886463
E02000087,89.6688217442935,2.0847077450851,6.10898535426837,1.82082068874522,0.316664467607864,10.3311782557066,6891,688,90.9222852619079,9.0777147380921
E02000088,91.8056094093318,1.38296497350394,4.64004135970014,1.43466459868166,0.736719658782474,8.19439059066822,7109,628,91.8831588470984,8.11684115290164
E02000089,92.3936785301298,1.6189130155467,3.31491712707182,2.1457021713992,0.526789155852499,7.60632146987023,7217,566,92.7277399460362,7.27226005396377
E02000090,90.5569562227825,2.06280082512033,4.76736190694476,1.97112078844832,0.641760256704103,9.44304377721751,7816,910,89.5713958285583,10.4286041714417
E02000091,89.4649865730221,2.19995868622185,5.51538938235902,2.38587068787441,0.433794670522619,10.5350134269779,8622,1060,89.051848791572,10.948151208428
E02000092,87.4105197634609,2.92561469032057,4.20168067226891,4.71521942110177,0.746965452847806,12.5894802365391,5746,680,89.4179894179894,10.5820105820106
E02006785,82.1741854636591,2.5219298245614,8.41165413533835,5.98370927318296,0.908521303258145,17.8258145363409,5449,935,85.3540100250627,14.6459899749373
E02000093,27.9426628686943,3.10576127905908,55.508591381053,9.58375447946338,3.85922999173022,72.0573371313057,4691,6192,43.1039235504916,56.8960764495084
E02000094,37.4685570546536,4.2533729705008,38.8406128515893,13.4461468099703,5.99131031328607,62.5314429453464,3930,4816,44.9348273496456,55.0651726503544
E02000095,27.8298558613043,3.12468501159157,55.3573228505191,7.62019957665558,6.06793669992944,72.1701441386957,3968,5953,39.9959681483721,60.0040318516279
E02000096,32.284811792577,2.50065806791261,57.51513556199,4.14582784943406,3.55356672808634,67.715188207423,3728,3870,49.0655435640958,50.9344564359042
E02000097,36.1241348515294,3.61687876758205,41.5159633846841,11.6208975217683,7.12212547443626,63.8758651484706,4038,4920,45.0770261219022,54.9229738780978
E02000098,32.7920443101712,4.43101711983887,41.1631419939577,12.726586102719,8.88721047331319,67.2079556898288,3487,4457,43.8947633434038,56.1052366565962
E02000099,29.9988514987941,4.4906397151717,45.779258068221,13.9657746640634,5.76547605374986,70.0011485012059,3714,4993,42.6553347881015,57.3446652118985
E02000100,31.5808297567954,2.93276108726753,52.587029089175,8.30948974725799,4.58989031950405,68.4191702432046,3982,4406,47.4725798760134,52.5274201239867
E02000101,30.3364766395199,4.73639091298757,32.5546506643806,22.524646378054,9.84783540505787,69.6635233604801,4062,5270,43.5276468066867,56.4723531933133
E02000102,31.6681648902016,4.44330294079877,33.5430846282265,23.4236548092975,6.92179273147554,68.3318351097984,3475,4312,44.6256581481957,55.3743418518043
E02000103,42.2446406052963,5.42244640605296,23.203026481715,21.0936604379227,8.03622606901295,57.7553593947037,4063,4660,46.5780121517826,53.4219878482174
E02000104,29.8950790601448,4.3593911629969,45.9731047731639,13.2702822521058,6.50214275158859,70.1049209398552,2895,3872,42.7811437860204,57.2188562139796
E02000105,24.2447294066507,3.93392740708542,53.7274505542273,13.931753966529,4.1621386655075,75.7552705933493,3687,5515,40.0673766572484,59.9326233427516
E02000106,37.6333561710874,4.93295487912303,27.7870216306156,21.9438191249878,7.70284819418616,62.3666438289126,4202,6015,41.1275325437996,58.8724674562005
E02000107,53.4698840254396,5.5181444070333,20.6322484100262,12.8226711560045,7.55705200149645,46.5301159745604,4816,5876,45.0430228208006,54.9569771791994
E02000108,26.2150668286756,3.84264884568651,51.230255164034,14.960510328068,3.75151883353584,73.7849331713244,2602,3982,39.5200486026731,60.4799513973269
E02000109,23.7327656123277,4.16666666666667,44.8499594484996,22.0397404703974,5.21086780210868,76.2672343876723,3774,6090,38.2603406326034,61.7396593673966
E02000110,53.0728329417584,5.8612588104365,20.6256955607766,13.9854086805985,6.45480400643007,46.9271670582416,3889,4198,48.0895264003957,51.9104735996043
E02000111,16.2134532815375,2.77039460233081,66.2032304232263,11.9914127990186,2.82150889388673,83.7865467184625,3295,6487,33.6843181353506,66.3156818646494
E02000112,21.0665818490246,3.88040712468193,53.4351145038168,17.8011026293469,3.81679389312977,78.9334181509754,3160,6272,33.5029686174724,66.4970313825276
E02000113,24.7436561367167,6.52511651993786,18.6224754013465,44.1740031071983,5.93474883480062,75.2563438632833,5024,4631,52.035214914552,47.964785085448
E02000114,52.5638179800222,6.63706992230855,20.5771365149833,15.0721420643729,5.14983351831299,47.4361820199778,4200,4810,46.61487236404,53.38512763596
E02000115,62.1223021582734,6.85851318944844,12.3860911270983,11.6786570743405,6.95443645083933,37.8776978417266,4444,3896,53.2853717026379,46.7146282973621
E02000116,40.7702686127806,7.34698883846437,23.071262112106,22.8995461793205,5.91193425732859,59.2297313872194,3390,4763,41.5797865816264,58.4202134183736
E02000117,31.1246150004162,6.88420877382835,15.0670107383668,41.8296845084492,5.09448097893948,68.8753849995838,5698,6315,47.4319487222176,52.5680512777824
E02000118,17.315649867374,3.6604774535809,61.0291777188329,15.1193633952255,2.87533156498674,82.684350132626,3277,6148,34.7692307692308,65.2307692307692
E02000119,21.8543046357616,6.07064017660044,14.7626931567329,51.158940397351,6.15342163355408,78.1456953642384,3625,3623,50.0137969094923,49.9862030905077
E02000120,64.1849359670067,6.86998046451053,11.3414369437812,12.2422400694595,5.36140655524202,35.8150640329933,4904,4310,53.2233557629694,46.7766442370306
E02000121,16.0304488973469,2.36202843389679,70.2563528489869,8.39583566550991,2.95533415425949,83.9695511026531,2749,6184,30.7735363259823,69.2264636740177
E02000122,58.2250278499814,6.25077361059537,15.4598341378884,11.5979700457977,8.4663943557371,41.7749721500186,4566,3513,56.5168956554029,43.4831043445971
E02000123,39.764929682723,7.24233983286908,14.7020857395204,33.0661050343094,5.22453971057816,60.235070317277,6632,8087,45.0574087913581,54.9425912086419
E02000124,64.820974369008,6.9066718841714,10.33065936216,12.5611426335355,5.38055175112503,35.179025630992,5906,4316,57.7773429857171,42.2226570142829
E02000125,53.8788719371244,7.27693018955155,15.4045307443366,18.7794729542302,4.66019417475728,46.1211280628756,5995,4820,55.4322699953768,44.5677300046232
